"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 13 16:50:26 IST 2024","Sat Jan 13 16:54:09 IST 2024","222728","testCases","test_UserProfile_DDT","Test_User_Profile_DDT","","","test_user_login_ddt",""
